Id,Name
985195195623,AILeAppPaymentCard_Test
181199587880,ApplicationLoadTesting
631792256879,Architecture_Governance
124178480447,Audit
351414345235,Backup_and_DisasterRecovery
481908924940,BFX_MuleSoft
082354424602,BFX_PolicyAdminSystem
896172592430,CDM_Dev
838001389413,CDM_Prod
811569181215,CDM_Stage
856695471500,CDM_Test_2
302548734356,CE_52_DEV
653334254777,Cherwell_Integration
448836929085,DEV_AgentAutomation
792449926040,DEV_AILeApp
744030049322,DEV_BankAccountVerification
047787824797,DEV_CeApp
601278531880,DEV_CentralProcessingSystem
349486515538,DEV_CherwellIntegration
006516141820,DEV_CloudMgmtPlatform
810899865434,DEV_CorporateDisclaimerServices
475776162342,DEV_DataMigrationToolkit
059004262227,DEV_DevOps_Services
169653819662,DEV_Docusign-Integration
530745444103,DEV_eClaims
988574308510,DEV_eServiceCenter
704461308424,DEV_ExecutiveSalesReporting
427475715700,DEV_ExtFileTransfer_Services
034158120736,DEV_FHDeApp
049715419941,DEV_FirstCommandPortal
408687739846,DEV_GCCSApp
346784514554,DEV_GDTC_Email-Integration
774606061104,DEV_GDTC_Merkle
809679868390,DEV_Globe_IQ
048164889377,DEV_GlobeDirect
068037978529,DEV_GlobeITWiki
422790514063,DEV_Impact
939781381405,DEV_IncentiveCompMgmt
357307920328,DEV_Informatica
531377953786,DEV_InteractiveVoiceRecognition_Services
283732856488,DEV_Kentico
778257599988,DEV_Lawson
678263939725,DEV_LegacySharedDataSvc
797002664520,DEV_LNLAgentPortal
174919954477,DEV_MAPSApplication
016108676991,DEV_MarTech_BI
249620487536,DEV_MarTech_EntData
193307685252,DEV_MuleSoft
963329397756,DEV_NBUWIntegration
678331236951,DEV_NZ_DocumentPortal
911861643994,DEV_OutboundDialerIntegration
484126561220,DEV_PaymentsExceptionProcessing
331956161189,DEV_PolicyAdministration_Containers
165045438144,DEV_PolicyAdminSystem
685913451978,DEV_PolySystems
557214421221,DEV_QlikView
936316590133,DEV_QualityAssurance_Services
947910800194,DEV_RightFax
146773978251,DEV_RoboticsProcessAutomation
070987320445,DEV_Tableau
669055407494,DigitalCurrency_Dev
628165483713,DigitalCurrency_Prod
317826648885,DisasterRecovery
235039969621,ESD
100774608395,ESD_Dev
949438370263,eServiceCenter_DEV
771275968079,eServiceCenter_Prod
294086801637,eServiceCenter_TEST
662627786878,Globe Life
195047626065,Globe_UserServices
836635038545,Identity_Services
031714659961,Informatica_PowerCenter_Dev
488126048298,IT_Operations_Services
296792739314,ITSec_PPrd
615123223256,ITSec_Prod
528955448167,Kitewheel_Dev
276326712482,Kitewheel_Prod
548664465424,LegacyModernization_Dev
113204598149,Log archive
482160556746,Network_PPrd
738683365990,Network_Security
499166352453,Network_Services
093379724937,Pilot_CMDB_AssetManagement_Services
731845291437,Pilot_GreatExpectations
715473115931,Pilot_Inisghts_DataLake
772950966281,POC_AlgoSec
752297527960,POC_CASFoxPro
752975561215,POC_Sagemaker_DataLab
489592153580,PPD_ApplicationMigrationServices
918699644732,PRD_AgentAutomation
683228415736,PRD_AILeApp
326153467009,PRD_ApplicationMigrationServices
634858848865,PRD_BankAccountVerification
723219059542,PRD_CeApp
340773434822,PRD_CentralProcessingSystem
456865107483,PRD_CherwellIntegration
149525969220,PRD_Citrix_Services
299123766838,PRD_CloudMgmtPlatform
979764594961,PRD_CorporateDisclaimerServices
344937472937,PRD_DataMigrationToolkit
498707044976,PRD_DevOps_Services
588755084939,PRD_Docusign-Integration
285465553005,PRD_eClaims
875192539114,PRD_EnterpriseScheduler
834488898818,PRD_eServiceCenter
660034111721,PRD_ExecutiveSalesReporting
976690264740,PRD_ExtFileTransfer_Services
294686019417,PRD_FHDeApp
489768172571,PRD_FirstCommandPortal
315239881217,PRD_GCCSApp
967033112968,PRD_GDTC_Email-Integration
420315433838,PRD_GDTC_Merkle
718123615884,PRD_Globe_IQ
652346725624,PRD_GlobeDirect
861087404736,PRD_GlobeITWiki
991787178686,PRD_Impact
706034562777,PRD_IncentiveCompMgmt
591315122585,PRD_Informatica
782626380355,PRD_InteractiveVoiceRecognition_Services
882512277310,PRD_ITSMIntegration
166639160687,PRD_Kentico
534282112466,PRD_Lawson
544871880637,PRD_LegacySharedDataSvc
402131005631,PRD_LNLAgentPortal
999908908487,PRD_MAPSApplication
640023608031,PRD_MarTech_EntData
409879795886,PRD_MuleSoft
443768221670,PRD_NBUWIntegration
653533026033,PRD_NZ_DocumentPortal
839129450340,PRD_OutboundDialerIntegration
036752864811,PRD_PaymentsExceptionProcessing
417228016602,PRD_PolicyAdministration_Containers
415130702063,PRD_PolicyAdminSystem
437833767532,PRD_PolySystems
333491466889,PRD_QlikView
707192109926,PRD_RightFax
658888660064,PRD_RoboticsProcessAutomation
669909837126,PRD_SecOps_Tools
395460512899,PRD_Tableau
549851957014,PRD_WFM_Community
762440693301,PRD_WhiteLion
918101163831,PRD_WorksiteBilling
425017697424,QualityAssurance_Services
781711069557,RPA_Dev
893243203394,RPA_Prod
759766249971,Sandbox_1
874595533236,Sandbox_2
405427810918,Sandbox_3
095466251509,Sandbox_4
191231010148,Sandbox_5
778068291240,Sandbox_6
814723511015,Sandbox_Containers
040038112251,SecuritySandbox
089456546922,SFDC_Integration_Dev
899738559321,SFDC_Integration_Prod
281040924315,SFDC_Integration_Stage
030946171726,SFDC_Integration_Test
803769386525,SIT_CeApp
039496527162,SIT_LNLAgentPortal
109816066796,SIT_MuleSoft
926529116448,SIT_PolicyAdminSystem
633442556533,STG_AILeApp
822659547100,STG_BankAccountVerification
082192703757,STG_CeApp
610120720985,STG_CentralProcessingSystem
837225851246,STG_Citrix_Services
064831307558,STG_CorporateDisclaimerServices
631696973287,STG_DataMigrationToolkit
073412041252,STG_eClaims
291445516538,STG_ExecutiveSalesReporting
340065429575,STG_FHDeApp
324474165327,STG_FirstCommandPortal
616367848919,STG_Impact
893377771940,STG_IncentiveCompMgmt
440470836202,STG_Informatica
503206824669,STG_Kentico
707253456765,STG_Kitewheel
420053198525,STG_LegacySharedDataSvc
123115268318,STG_LNLAgentPortal
969676307089,STG_MarTech_EntData
019916533242,STG_MuleSoft
361418385861,STG_NBUWIntegration
724270557589,STG_NZ_DocumentPortal
463219812400,STG_OutboundDialerIntegration
620669386024,STG_PaymentsExceptionProcessing
200622273673,STG_PolicyAdministration_Containers
881355773341,STG_PolicyAdminSystem
741252614647,Torchmark AWS
079467772720,TST_AgentAutomation
265084811583,TST_AILeApp
753936362610,TST_BankAccountVerification
329571145475,TST_CeApp
127181659380,TST_CentralProcessingSystem
888439645039,TST_CorporateDisclaimerServices
559573039745,TST_DataMigrationToolkit
880668869282,TST_Docusign-Integration
366537629457,TST_eClaims
440535933603,TST_EnterpriseScheduler
758922519981,TST_eServiceCenter
877644377535,TST_ExecutiveSalesReporting
636701641340,TST_FHDeApp
068690677268,TST_FirstCommandPortal
373517002798,TST_GCCSApp
774387468971,TST_GDTC_Email-Integration
916241246971,TST_GDTC_Merkle
484067736459,TST_GlobeDirect
969638557656,TST_GlobeITWiki
020607924529,TST_Impact
914369173711,TST_IncentiveCompMgmt
849497887616,TST_Informatica
890663024483,TST_InteractiveVoiceRecognition_Services
712454232611,TST_Kitewheel
516837992756,TST_LegacySharedDataSvc
702078249593,TST_LNLAgentPortal
134041079304,TST_MAPSApplication
206055887075,TST_MarTech_EntData
817608377584,TST_MuleSoft
512957510295,TST_NBUWIntegration
795752532668,TST_NZ_DocumentPortal
757498533446,TST_OutboundDialerIntegration
647167341482,TST_PaymentsExceptionProcessing
609314458591,TST_PolicyAdministration_Containers
966532977635,TST_PolicyAdminSystem
516859504519,TST_PolySystems
577665256486,TST_PostPreSort_Services
647859902130,TST_SecOps_Tools
456834854024,TST_Tableau
161064053858,TST_WorksiteBilling
229844166211,WorksiteBilling_Dev
